Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Brock Pare","CCSU",,2,1,8.28,13,6,0,0,0,25,132,37,29,23,4,20,1,4,1,15,"Brock Pare","sa3066225",
"Tyson Greenwood","PFW",19,0,4,8.076923076923077,16,6,0,0,0,39,191,60,38,35,3,14,3,2,2,15,"Tyson Greenwood","sa3066320",
"Austin Klug","PUR",22,0,0,6.136363636363637,15,2,0,0,1,22,105,24,21,15,3,10,3,5,0,15,"Austin Klug","sa3066324",
"Isaiah Licorish","COPP",,0,1,20.093023701446526,11,0,0,0,0,14.1,102,29,41,32,4,20,6,9,0,15,"Isaiah Licorish","sa3066688",
"Reece Arbogast","SDST",,0,2,6.19672111771627,10,3,0,0,0,20.1,93,26,14,14,1,5,1,1,0,14,"Reece Arbogast","sa3026144",
"Cristien Banda","LBSU",21,1,2,11.117647058823529,14,1,0,0,0,17,95,29,23,21,1,12,6,2,0,14,"Cristien Banda","sa3026507",
"Brett Barfield","GT",21,0,0,5.9268291304325675,20,1,0,0,1,13.2,69,16,10,9,4,8,4,0,0,14,"Brett Barfield","sa3026554",
"Jack Beauchesne","NE",23,0,3,5.869565339079428,13,0,0,0,3,15.1,67,16,11,10,3,3,0,2,0,14,"Jack Beauchesne","sa3026814",
"Jake Burt","MRST",,2,0,5.855421821305191,18,2,0,0,0,27.2,133,30,26,18,3,15,7,5,0,14,"Jake Burt","sa3028114",
"Preston Chaudoin","MUR",21,0,0,4.764706015999345,8,1,0,0,0,11.1,53,12,7,6,1,6,2,2,0,14,"Preston Chaudoin","sa3028793",
"Jordan Cole","PEPP",,0,1,4.959183480430779,6,4,0,0,0,16.1,76,19,12,9,1,8,1,0,0,14,"Jordan Cole","sa3029135",
"Charlie Costello","SHU",,2,3,5.468354298353695,20,0,0,0,1,26.1,126,32,18,16,3,8,9,1,0,14,"Charlie Costello","sa3029435",
"Conner Cummiskey","CIT",,0,1,10.894736842105264,13,5,0,0,0,19,106,29,25,23,2,17,6,5,0,14,"Conner Cummiskey","sa3029677",
"Gavin DeVooght","MICH",,2,2,5.170212661048957,5,4,0,0,0,15.2,72,13,11,9,0,8,7,2,0,14,"Gavin DeVooght","sa3030233",
"Anthony Ehly","HALL",21,1,2,4.95,12,0,0,0,0,20,93,20,14,11,1,8,5,3,0,14,"Anthony Ehly","sa3030841",
"Alex Esker","WIU",,0,2,8.526315575491363,13,0,0,0,0,12.2,62,14,12,12,4,10,2,1,0,14,"Alex Esker","sa3031011",
"Robert Evans","MIA",21,0,0,4.9090908026892315,16,0,0,0,0,14.2,70,15,8,8,2,9,3,0,0,14,"Robert Evans","sa3031080",
"Richard Ferrer-Westrop","PRIN",,0,0,7.5937497736886215,10,0,0,0,0,10.2,60,6,10,9,2,16,7,6,0,14,"Richard Ferrer-Westrop","sa3031276",
"Brady Fuller","HOU",22,0,2,3.7241378085650143,11,1,0,0,1,19.1,88,23,10,8,2,10,0,3,0,14,"Brady Fuller","sa3031764",
"Isaac Garcia","TXSO",,0,4,10.016129340391139,20,0,0,0,2,20.2,103,28,25,23,2,16,6,8,0,14,"Isaac Garcia","sa3031936",
"Luke Gibson","PRES",23,0,1,6.585365700480631,17,1,0,0,0,13.2,78,9,12,10,1,20,7,1,0,14,"Luke Gibson","sa3032190",
"Tyler Haines","UAB",,1,0,5.0943398059751335,13,1,0,0,0,17.2,75,11,11,10,5,9,5,1,0,14,"Tyler Haines","sa3032979",
"Jack Hamilton","LEH",,1,2,5.869565217391305,13,3,0,0,0,23,114,19,18,15,1,15,9,1,1,14,"Jack Hamilton","sa3033083",
"Aiden Hinds","WMU",,1,0,9.642857471290911,15,1,0,0,0,18.2,104,23,20,20,1,23,6,4,0,14,"Aiden Hinds","sa3033854",
"Sam Horn","MIZ",21,0,1,4.218749874271456,5,5,0,0,0,10.2,49,7,5,5,2,8,3,0,0,14,"Sam Horn","sa3034097",
"Shane Huntsberger","WCU",,1,0,8.265305800717965,17,0,0,0,0,16.1,82,28,16,15,5,4,4,1,0,14,"Shane Huntsberger","sa3034334",
"Max Jones","HAW",,2,0,2.1176470588235294,12,1,0,0,0,17,73,14,4,4,1,9,3,3,0,14,"Max Jones","sa3034896",
"Sean Kasper","PFW",,0,1,7.5937497736886215,8,2,0,0,1,10.2,56,20,10,9,1,6,0,1,0,14,"Sean Kasper","sa3035104",
"Adam Katz","DAV",20,1,1,8.345454256041986,13,3,0,0,1,18.1,91,23,18,17,2,9,4,4,0,14,"Adam Katz","sa3035114",
"Keagon Kaufmann","MILW",22,1,3,8.419354838709678,15,1,0,0,0,31,162,51,36,29,13,10,5,5,0,14,"Keagon Kaufmann","sa3035122",
"Kaden Kram","PRIN",,0,1,14.35443003317845,15,0,0,0,0,26.1,153,49,49,42,5,15,11,5,1,14,"Kaden Kram","sa3035677",
"Ryan Kroepel","UTU",20,4,2,3.085714201635246,19,1,0,0,8,23.1,100,21,11,8,2,9,5,3,0,14,"Ryan Kroepel","sa3035729",
"Tyler Lender","IONA",,2,0,10.384615003709976,13,0,0,0,0,17.1,85,27,22,20,2,11,2,0,0,14,"Tyler Lender","sa3036216",
"Marco Levari","ODU",,2,1,10.8,18,0,0,0,1,10,62,13,14,12,0,14,3,7,0,14,"Marco Levari","sa3036271",
"David Lopez","UNM",,1,2,8.265305800717965,4,4,0,0,0,16.1,83,19,19,15,3,9,5,5,0,14,"David Lopez","sa3036530",
"Dylan Matela","GAST",24,0,2,13.50000032186509,8,2,0,0,0,13.1,79,14,21,20,1,21,3,6,0,14,"Dylan Matela","sa3037280",
"Josh McDevitt","MIZ",21,0,2,9.52941203199869,7,2,0,0,1,11.1,53,15,12,12,3,4,2,0,0,14,"Josh McDevitt","sa3037542",
"Kyler Mentzel","HCU",,1,2,6.750000160932545,12,0,0,0,0,13.1,67,10,11,10,2,17,1,2,0,14,"Kyler Mentzel","sa3037874",
"Matt Morash","PSU",,1,1,8.142857142857142,10,5,0,0,0,21,105,29,22,19,3,15,3,1,0,14,"Matt Morash","sa3038344",
"Logan Moser","UNCO",,0,1,9.857142857142858,13,1,0,0,0,21,111,29,25,23,5,18,5,2,0,14,"Logan Moser","sa3038455",
"Jeremiah Newman","SOU",22,0,3,21.47727226176539,11,4,0,0,0,14.2,112,30,41,35,1,31,6,11,0,14,"Jeremiah Newman","sa3038812",
"Maddax Peck","BYU",18,0,0,8.67857172416182,9,0,0,0,0,9.1,50,12,9,9,2,11,2,1,0,14,"Maddax Peck","sa3039621",
"Ryan Pehrson","NKU",,1,0,4.320000164794928,14,0,0,0,1,16.2,70,14,8,8,1,8,1,0,0,14,"Ryan Pehrson","sa3039638",
"Jonah Posey","UIW",,1,1,12.461538004451972,14,0,0,0,1,17.1,98,23,24,24,5,23,2,3,0,14,"Jonah Posey","sa3040113",
"William Ray","WAKE",23,0,0,0,7,0,0,0,0,7.1,29,3,0,0,0,1,1,0,0,14,"William Ray","sa3040489",
"Owen Reynolds","WICH",,1,1,7.2972974853850054,14,0,0,0,0,12.1,53,9,11,10,2,7,3,1,0,14,"Owen Reynolds","sa3040658",
"Jacob Roettgen","TROY",,2,1,4,10,5,0,0,0,18,85,18,12,8,1,6,4,0,0,14,"Jacob Roettgen","sa3041030",
"Tresdon Rybarczyk","ILST",22,4,3,6.557142678474898,13,0,0,0,2,23.1,110,24,21,17,5,9,6,2,0,14,"Tresdon Rybarczyk","sa3041379",
"Sean Scanlon","HC",22,0,3,8.242105428637563,11,11,0,0,0,31.2,169,43,31,29,7,26,10,5,0,14,"Sean Scanlon","sa3041642",
"Ben Schorr","AUB",,1,0,4.821428735645456,8,0,0,0,0,9.1,43,12,5,5,1,3,0,2,0,14,"Ben Schorr","sa3041764",
"Itai Spinoza","ELON",21,1,3,4.95,18,1,0,0,0,20,87,14,11,11,1,12,4,1,0,14,"Itai Spinoza","sa3042850",
"Louis Stallone","SHU",22,2,1,2.5471699029875667,14,0,0,0,0,17.2,83,11,9,5,1,19,0,3,0,14,"Louis Stallone","sa3042913",
"Dalen Stewart","MOST",,1,0,5.586206712847522,14,0,0,0,1,9.2,51,9,9,6,0,9,2,1,0,14,"Dalen Stewart","sa3043097",
"Caleb Strmiska","MCN",22,3,0,8.640000329589856,14,1,0,0,0,16.2,80,18,16,16,4,12,3,4,0,14,"Caleb Strmiska","sa3043233",
"Trey Usey","UNO",,0,2,7.020000267791758,12,0,0,0,0,16.2,85,23,18,13,1,7,4,3,0,14,"Trey Usey","sa3044267",
"Andrew White","QUC",,0,1,21.272727272727273,14,0,0,0,0,11,73,15,29,26,5,14,12,7,0,14,"Andrew White","sa3045098",
"Noah Wieczorek","SIE",22,2,4,8.059701263094624,11,0,0,0,0,22.1,100,23,26,20,5,8,4,2,0,14,"Noah Wieczorek","sa3045173",
"Derek Yoo","GTWN",23,2,1,9,12,5,0,0,0,24,133,44,28,24,4,14,5,2,0,14,"Derek Yoo","sa3045717",
"Dante Zamudio","CSUN",,1,1,8.865671389404087,13,2,0,0,0,22.1,116,31,24,22,5,12,5,2,0,14,"Dante Zamudio","sa3045795",
"Justin Batts","DSU",,2,0,8.67857172416182,9,0,0,0,0,18.2,92,31,22,18,8,4,4,0,0,14,"Justin Batts","sa3058578",
"Hunter Colagrande","STBK",,0,1,9,4,3,0,0,0,12,62,16,14,12,0,9,2,6,0,14,"Hunter Colagrande","sa3058897",
"Jack Fortner","MTSU",22,0,2,9.76595724864803,12,2,0,0,0,15.2,91,26,20,17,1,14,5,1,0,14,"Jack Fortner","sa3059212",
"Samuel Franco","MRMK",,1,3,8.027027233923505,15,1,0,0,0,24.2,115,28,24,22,2,18,5,1,0,14,"Samuel Franco","sa3059227",
"AJ Frausto","USD",,0,1,13.813953794744487,12,0,0,0,0,14.1,89,23,30,22,2,17,6,4,0,14,"AJ Frausto","sa3059231",
"Aidan Gonzalez","USD",21,0,1,20.454545454545453,10,1,0,0,0,11,70,17,25,25,4,17,3,1,0,14,"Aidan Gonzalez","sa3059321",
"Dillon Haftorson","LIN",,0,0,8.470588235294118,9,0,0,0,1,17,81,25,18,16,6,3,1,0,0,14,"Dillon Haftorson","sa3059386",
"Jackson Halverson","SAC",,1,1,6.982758391059402,17,0,0,0,0,19.1,95,24,17,15,2,10,5,3,0,14,"Jackson Halverson","sa3059396",
"Zack James","TCU",,3,0,7.2,10,4,0,0,0,20,91,26,18,16,5,5,2,2,0,14,"Zack James","sa3059580",
"Charlie Jones","HPU",,1,2,8.307692307692308,15,0,0,0,1,13,65,12,13,12,2,12,4,5,0,14,"Charlie Jones","sa3059619",
"Talan Kelly","UTU",,1,2,7.9411764705882355,14,0,0,0,0,17,89,17,20,15,1,22,1,3,0,14,"Talan Kelly","sa3059659",
"Braden LaRusso","AMCC",,1,1,5.586206712847522,12,0,0,0,0,19.1,97,23,14,12,0,13,6,2,0,14,"Braden LaRusso","sa3059760",
"ThaMon McGriff","UMES",,1,1,8.027027233923505,17,0,0,0,1,24.2,139,30,35,22,3,32,4,4,0,14,"ThaMon McGriff","sa3059983",
"Landon Mueller","OMA",,1,1,13.114285356949797,18,0,0,0,0,11.2,65,15,17,17,1,9,6,3,0,14,"Landon Mueller","sa3060102",
"Josh Prieto","TXSO",,2,3,16.352113115340572,14,2,0,0,0,23.2,141,45,44,43,5,26,6,6,0,14,"Josh Prieto","sa3060306",
"Charlie Russell","AFA",20,1,2,9,16,0,0,0,1,22,102,29,24,22,4,9,1,5,0,14,"Charlie Russell","sa3060449",
"Joe Scarbrough","JVST",,3,2,7.363636108272341,19,0,0,0,2,18.1,104,22,15,15,1,21,7,7,0,14,"Joe Scarbrough","sa3060502",
"Carter Stanford","UCF",21,0,1,3.6,13,0,0,0,0,10,49,6,6,4,0,11,3,1,0,14,"Carter Stanford","sa3060655",
"Jack Sylvia","NJIT",24,1,1,5.238805821011506,14,3,0,0,2,22.1,103,23,14,13,2,12,2,2,0,14,"Jack Sylvia","sa3060710",
"Brady Thomas","JVST",,1,1,11.454545454545455,7,1,0,0,0,11,60,13,15,14,4,8,8,5,0,14,"Brady Thomas","sa3060736",
"Anthony Unga","CREI",,0,1,12.193548762215299,13,0,0,0,0,10.1,53,12,14,14,2,11,0,1,0,14,"Anthony Unga","sa3060805",
"Will Youngman","FAIR",,2,2,4.5,15,1,0,0,0,14,65,9,9,7,2,11,2,3,0,14,"Will Youngman","sa3060994",
"Trevor Caldwell","JVST",,1,0,6.267857356339092,13,1,0,0,1,18.2,91,18,14,13,3,19,2,2,0,14,"Trevor Caldwell","sa3062565",
"RJ James","EVAN",,0,3,13.49999959766866,11,3,0,0,0,21.1,121,41,35,32,5,13,5,3,0,14,"RJ James","sa3062620",
"Owen Miller","BYU",,1,2,7.7727272727272725,12,3,0,0,0,22,111,29,20,19,2,13,7,1,1,14,"Owen Miller","sa3062655",
"Carter Oliff","ETSU",,1,2,8.756756982462006,10,0,0,0,0,12.1,59,9,12,12,1,12,2,0,0,14,"Carter Oliff","sa3062663",
"Landon Sexton","UPST",21,0,1,10.968749673105785,6,1,0,0,0,10.2,54,13,16,13,4,5,3,0,0,14,"Landon Sexton","sa3062679",
"Chapman Weber","UCSD",,1,0,5.744680734498841,16,0,0,0,0,15.2,77,16,13,10,1,12,2,0,0,14,"Chapman Weber","sa3062695",
"Joe Trenerry","PUR",,1,0,8.437499748542912,10,1,0,0,0,10.2,52,10,12,10,2,5,6,1,1,14,"Joe Trenerry","sa3062913",
"Kayden Kohlberg","SEMO",,1,1,5.55882368533257,9,0,0,0,0,11.1,55,12,9,7,2,7,1,2,0,14,"Kayden Kohlberg","sa3065073",
"Brady Koester","ND",,2,0,3.4838710749186568,13,0,0,0,0,10.1,44,4,4,4,2,11,1,4,0,14,"Brady Koester","sa3065340",
"Ty Longoria","SJU",,4,0,4.1538462757358925,12,1,0,0,0,21.2,97,22,10,10,3,9,4,3,0,14,"Ty Longoria","sa3065357",
"Brendan Yagesh","VT",21,0,0,5.4000001287460355,18,0,0,0,0,13.1,72,19,9,8,1,10,1,0,1,14,"Brendan Yagesh","sa3065451",
"Sergio Droz","UMBC",,0,3,9.642857142857142,7,7,0,0,0,14,78,22,18,15,3,11,3,3,0,14,"Sergio Droz","sa3065526",
"Jordy Lopez","CAL",18,1,0,8.307692551471785,14,1,0,0,0,21.2,110,34,23,20,4,8,2,1,0,14,"Jordy Lopez","sa3065557",
"Jonny Lowe","TTU",21,0,2,12.375,9,2,0,0,1,16,89,25,22,22,5,13,3,1,0,14,"Jonny Lowe","sa3065558",
"Major Spence","UAPB",,0,2,6.291262368924867,15,7,0,0,0,34.1,162,42,28,24,3,23,4,4,0,14,"Major Spence","sa3065612",
"Evimael Quiles","WES",,0,3,7.826086956521739,12,5,0,0,0,23,116,24,25,20,8,17,7,1,0,14,"Evimael Quiles","sa3065948",
"Ben Cushnie","USC",,0,0,3.6818181020169236,11,0,0,0,0,14.2,58,8,6,6,1,8,2,2,0,14,"Ben Cushnie","sa3066376",
"Adam Urban","MINN",19,2,1,9.818181605378463,11,0,0,0,0,14.2,79,25,17,16,7,7,6,0,0,14,"Adam Urban","sa3066408",
"Gavin Derr","WSU",,0,0,6.381817960502695,11,3,0,0,0,18.1,87,19,17,13,4,11,1,2,0,14,"Gavin Derr","sa3066566",
"Nick Biasi","CAM",,0,0,4,13,0,0,0,0,9,45,5,6,4,1,9,4,2,0,14,"Nick Biasi","sa3066862",
"Derek Benzinger","MONM",22,2,1,4.453608422568741,18,0,0,0,3,32.1,168,45,26,16,2,18,8,2,0,13,"Derek Benzinger","sa3027005",
"Michael Benzor","HOU",21,0,0,5,10,0,0,0,0,9,46,6,9,5,1,10,2,4,1,13,"Michael Benzor","sa3027006",
"Owen Bishop","SDST",,0,2,9.986301108940305,13,7,0,0,0,24.1,131,41,29,27,4,19,1,2,0,13,"Owen Bishop","sa3027178",
"Max Brulport","STO",22,2,2,7.363636204033847,24,0,0,0,1,29.1,137,40,26,24,4,11,2,1,0,13,"Max Brulport","sa3027897",
"Ryan Buckler","FAU",21,0,0,5.522727153025385,18,1,0,0,0,14.2,74,20,12,9,3,9,0,2,0,13,"Ryan Buckler","sa3027962",
"Brooks Byers","UNO",22,0,0,10.24137897355379,7,0,0,0,0,9.2,57,17,14,11,1,8,1,3,0,13,"Brooks Byers","sa3028189",
"Chris Canada","SDSU",,1,2,8.181818181818182,12,0,0,0,0,11,63,15,14,10,1,9,7,1,0,13,"Chris Canada","sa3028348",
"Michael Ciminiello","GWEB",23,0,0,7,14,0,0,0,0,9,58,10,11,7,2,18,3,6,0,13,"Michael Ciminiello","sa3028934",
"Matt Cornelius","UNM",,1,0,11.475000273585326,8,0,0,0,0,13.1,78,19,21,17,3,14,5,2,0,13,"Matt Cornelius","sa3029396",
"Vincent Corso","WAG",23,0,2,17.470588725330934,10,1,0,0,0,11.1,67,20,22,22,4,13,2,6,0,13,"Vincent Corso","sa3029415",
"Josh Cottrill","VAL",,0,4,9,12,1,0,0,0,17,94,22,20,17,0,19,3,7,0,13,"Josh Cottrill","sa3029458",
"Carter Cowburn","MAN",,0,1,8.2173914747112,9,0,0,0,0,15.1,80,19,16,14,1,14,3,1,0,13,"Carter Cowburn","sa3029485",
"Alex Day","NIU",20,1,0,9,15,0,0,0,0,15,83,22,16,15,2,11,3,2,0,13,"Alex Day","sa3029952",
"Myles Dews","ALCN",,2,7,14.806451612903226,17,9,0,0,0,31,203,52,68,51,3,39,16,8,0,13,"Myles Dews","sa3030241",
"Demitri Diamant","UTAH",21,0,2,5.6842103836609095,6,0,0,0,0,12.2,59,13,8,8,2,10,0,4,0,13,"Demitri Diamant","sa3030247",
"Jaxson Easterlin","OAK",21,0,0,6.260869565217392,22,0,0,0,1,23,101,20,17,16,1,12,2,2,0,13,"Jaxson Easterlin","sa3030744",
"George Eisenhardt","UIC",,0,3,11.571428965549092,12,8,0,0,0,18.2,103,22,24,24,4,18,9,4,0,13,"George Eisenhardt","sa3030856",
"Guershon Exi","ALCN",,0,0,12.420000473785418,13,0,0,0,0,16.2,100,20,24,23,1,26,6,2,0,13,"Guershon Exi","sa3031101",
"Josh Fernald","JAX",,1,0,6.230769230769231,16,0,0,0,0,13,68,8,10,9,0,21,1,3,0,13,"Josh Fernald","sa3031262",
"Nick Fields","NICH",24,2,1,7.560000288391124,13,0,0,0,0,16.2,89,23,17,14,0,8,6,0,0,13,"Nick Fields","sa3031306",
"Hunter Gibson","UNCO",,2,0,5.785714128066087,13,1,0,0,0,23.1,101,29,15,15,5,10,1,1,0,13,"Hunter Gibson","sa3032186",
"Grady Golier","LEH",,1,1,10.067796935640656,12,3,0,0,0,19.2,115,33,32,22,3,17,5,2,0,13,"Grady Golier","sa3032370",
"Brooks Gorman","GAST",22,1,0,17.4,12,1,0,0,0,15,98,34,35,29,2,16,2,4,0,13,"Brooks Gorman","sa3032498",
"Chad Gurnea","CSUF",,0,2,17.58139573876571,13,1,0,0,0,14.1,95,29,32,28,2,16,5,2,0,13,"Chad Gurnea","sa3032863",
"Patrick Hail","BAY",,0,0,5.906249823980039,17,0,0,0,0,21.1,94,18,14,14,4,10,5,0,0,13,"Patrick Hail","sa3032975",
"Bryce Hawkins","MER",,1,0,5.711538252040487,16,1,0,0,0,17.1,86,23,17,11,1,12,3,5,0,13,"Bryce Hawkins","sa3033426",
"Justin Henschel","FGCU",,1,0,0,3,3,0,0,0,12,48,8,0,0,0,5,0,2,0,13,"Justin Henschel","sa3033637",
"Cody Howard","TEX",22,1,0,5.023255925361632,9,0,0,0,0,14.1,66,10,8,8,1,12,3,3,0,13,"Cody Howard","sa3034160",
"Brandon Hsu","URI",,1,0,3.4285714285714284,17,0,0,0,1,21,98,18,9,8,1,17,4,3,0,13,"Brandon Hsu","sa3034202",
"Christopher Hund","CSUB",22,0,0,8.735294362665467,10,0,0,0,0,11.1,73,16,14,11,1,14,10,3,0,13,"Christopher Hund","sa3034302",
"Matt James","LIN",,0,0,6.612244640574372,16,0,0,0,0,16.1,79,23,18,12,1,8,2,5,0,13,"Matt James","sa3034554",
"Patrick Johnson","TNTC",21,0,0,2.918918994154002,6,0,0,0,0,12.1,54,15,4,4,1,4,0,0,1,13,"Patrick Johnson","sa3034799",
"Brayden Kurtz","GW",22,0,1,17.65384550630696,9,1,0,0,0,8.2,60,20,22,17,4,7,3,1,0,13,"Brayden Kurtz","sa3035795",
"Max Martzolf","FAU",22,4,2,4.595744587599073,26,0,0,0,0,15.2,85,21,10,8,0,10,5,2,0,13,"Max Martzolf","sa3037228",
"Gabe Maya","LMU",22,0,1,5.7272727272727275,28,0,0,0,0,22,104,17,15,14,3,15,6,3,0,13,"Gabe Maya","sa3037371",
"Justin Mayes","ND",20,0,0,13.499999707395386,13,0,0,0,0,7.1,48,12,14,11,2,11,2,3,0,13,"Justin Mayes","sa3037380",
"Jack OConnor","UVA",21,0,0,7.838709918566978,8,0,0,0,1,10.1,51,11,11,9,3,8,1,2,1,13,"Jack OConnor","sa3039026",
"Braden Osbolt","KENN",20,0,1,5.294117647058823,4,4,0,0,0,17,81,21,15,10,2,3,2,1,0,13,"Braden Osbolt","sa3039231",
"Ryne Palmer","CBU",,1,2,6.750000160932545,15,1,0,0,1,13.1,73,13,11,10,3,12,6,1,0,13,"Ryne Palmer","sa3039387",
"Nic Peterson","UCSB",,1,0,5.625,14,0,0,0,0,16,78,19,11,10,1,7,5,0,0,13,"Nic Peterson","sa3039790",
"Nick Petit","RAD",,1,0,7.5,14,5,0,0,0,24,111,33,21,20,7,6,6,3,0,13,"Nick Petit","sa3039812",
"Luke Pettitte","DBU",20,2,0,0,6,0,0,0,2,11.1,41,3,1,0,0,3,0,0,0,13,"Luke Pettitte","sa3039836",
"Jake Porter","BYU",25,1,1,4.550561895275371,19,3,0,0,0,29.2,133,31,15,15,6,14,8,2,0,13,"Jake Porter","sa3040095",
"Jack Potteiger","EIU",21,0,0,9.775861747483162,15,0,0,0,0,19.1,111,30,23,21,2,16,5,1,0,13,"Jack Potteiger","sa3040129",
"DJ Primeaux","LSU",21,0,0,3.857142857142857,22,0,0,0,0,14,66,11,7,6,1,8,7,2,0,13,"DJ Primeaux","sa3040215",
"Nolan Puglisi","SIE",,0,0,11.571428965549092,13,0,0,0,1,18.2,101,18,24,24,3,21,8,4,0,13,"Nolan Puglisi","sa3040276",
"William Rice","RAD",,1,0,11.340000432586686,21,0,0,0,0,16.2,87,24,21,21,3,10,4,4,0,13,"William Rice","sa3040694",
"Garren Rizzo","USC",,4,0,2.7,5,1,0,0,0,10,41,6,3,3,1,4,1,0,0,13,"Garren Rizzo","sa3040849",
"Billy Rozakis","GWEB",22,0,1,17.68965459068382,5,3,0,0,0,9.2,63,23,19,19,5,7,3,1,0,13,"Billy Rozakis","sa3041235",
"Corey Savedoff","LAF",22,0,2,15.428571428571429,14,0,0,0,0,14,90,27,27,24,1,13,5,2,0,13,"Corey Savedoff","sa3041616",
"Thomas Skrobe","HC",19,1,2,6.1875,7,6,0,0,0,16,74,16,12,11,2,10,0,3,0,13,"Thomas Skrobe","sa3042408",
"Jett Slepak","AKR",21,0,2,9,10,1,0,0,0,17,88,18,17,17,4,15,5,1,0,13,"Jett Slepak","sa3042431",
"Michael Staiano","ELON",,0,1,9.529411764705882,17,0,0,0,0,17,97,28,21,18,4,13,4,1,0,13,"Michael Staiano","sa3042905",
"Ethan Stewart","OHIO",,0,1,1.8,16,0,0,0,0,20,88,15,8,4,1,11,1,1,0,13,"Ethan Stewart","sa3043101",
"Nick Sulpizio","ODU",,0,3,11,12,2,0,0,1,18,97,23,22,22,1,14,8,3,0,13,"Nick Sulpizio","sa3043323",
"Tommy Szczepanski","MSU",21,1,0,4,9,0,0,0,0,9,48,6,7,4,0,10,6,1,0,13,"Tommy Szczepanski","sa3043450",
"Ryan Taffe","SIE",,1,1,6.893616881398609,12,2,0,0,1,15.2,84,16,16,12,3,16,4,1,0,13,"Ryan Taffe","sa3043466",
"Zacary Tenn","HAW",21,1,1,8.409835802614937,17,1,0,0,0,20.1,96,18,20,19,2,18,2,3,0,13,"Zacary Tenn","sa3043625",
"Sam Thompson","UNCA",,0,0,15.6,15,0,0,0,0,15,107,32,36,26,3,22,7,1,2,13,"Sam Thompson","sa3043779",
"Evan Wilde","NIA",,0,1,10,6,2,0,0,0,9,55,13,12,10,1,11,7,1,0,13,"Evan Wilde","sa3045196",
"Jalen Worthley","NEB",21,2,1,7.5245899286554705,15,0,0,0,0,20.1,94,24,18,17,6,8,0,1,0,13,"Jalen Worthley","sa3045589",
"Blaine Wynk","OSU",21,1,2,15.576922505564964,5,3,0,0,0,8.2,51,15,16,15,4,9,1,0,0,13,"Blaine Wynk","sa3045653",
"George Albrecht","UVU",,1,1,9.878048550720946,14,0,0,0,0,13.2,67,19,17,15,4,5,3,2,0,13,"George Albrecht","sa3058476",
"Nick Bassi","NIU",,1,0,3.8571429885163644,13,0,0,0,0,9.1,48,9,5,4,1,10,2,1,0,13,"Nick Bassi","sa3058573",
"Adrian Blanchet","UCR",,0,1,7.105262979576136,9,1,0,0,0,12.2,57,7,10,10,2,14,2,2,0,13,"Adrian Blanchet","sa3058657",
"Connor Brooks","JVST",21,0,1,7.788461252782482,19,0,0,0,1,17.1,83,15,15,15,2,15,5,3,0,13,"Connor Brooks","sa3058731",
"Gavin Brown","DUKE",,1,0,3.521739203447657,15,1,0,0,0,15.1,66,14,6,6,0,6,2,2,0,13,"Gavin Brown","sa3058746",
"Peter Caldera","SAC",,0,0,7.977272554370001,14,0,0,0,0,14.2,73,19,16,13,1,8,2,0,0,13,"Peter Caldera","sa3058794",
"Brandon Carter","NWST",,0,1,10.636363636363637,8,2,0,0,0,11,62,15,14,13,0,10,4,1,0,13,"Brandon Carter","sa3058826",
"Brady Clark","SJU",,0,0,8.61702110174826,11,0,0,0,1,15.2,82,23,16,15,1,9,6,3,0,13,"Brady Clark","sa3058875",
"Hayden Collins","EKU",,2,1,4.228915759831526,16,0,0,0,0,27.2,123,26,13,13,9,15,2,1,0,13,"Hayden Collins","sa3058904",
"Jace Cunnane","TOW",,0,3,6.493670729295013,13,5,0,0,0,26.1,141,45,31,19,6,12,4,1,0,13,"Jace Cunnane","sa3058961",
"Nathan Darden","AMCC",,0,1,9.486486731000507,9,0,0,0,0,12.1,71,19,18,13,1,12,1,5,0,13,"Nathan Darden","sa3058989",
"Brice Deaton","JVST",,2,0,5.625,11,0,0,0,0,16,74,11,11,10,3,9,7,1,0,13,"Brice Deaton","sa3059017",
"Michael Debattista","UTSA",21,3,0,5.282608805171486,8,1,0,0,0,15.1,70,19,9,9,3,4,1,0,1,13,"Michael Debattista","sa3059018",
"Eddie Dolansky","NIA",,1,0,6.07500014483929,7,0,0,0,0,13.1,69,16,9,9,1,11,3,2,0,13,"Eddie Dolansky","sa3059065",
"Trevor Esparza","UIW",,1,0,12.15000028967858,11,2,0,0,0,13.1,67,19,18,18,1,9,4,2,0,13,"Trevor Esparza","sa3059138",
"Nolan Ficklin","BYU",,3,1,7.788461252782482,18,0,0,0,0,17.1,88,19,17,15,3,14,5,4,1,13,"Nolan Ficklin","sa3059178",
"Ethan Gardner","UTU",,1,2,7.714285977032729,15,0,0,0,1,18.2,103,18,17,16,1,21,7,1,0,13,"Ethan Gardner","sa3059275",
"Ralph Gariano","LEH",21,0,1,9.204545255042309,9,0,0,0,0,14.2,80,20,17,15,1,12,3,2,1,13,"Ralph Gariano","sa3059277",
"Kensen Green","QUC",21,0,1,10.02857115531455,3,3,0,0,0,11.2,58,15,15,13,0,7,2,2,0,13,"Kensen Green","sa3059347",
"Mekai Griffin","NCAT",20,0,1,17.280000659179713,15,3,0,0,0,16.2,108,29,34,32,2,26,6,4,0,13,"Mekai Griffin","sa3059362",
