Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Josh McAlister","UNM",,47,171,200,63,36,9,1,17,45,43,21,49,6,1,1,2,14,1,0.368421052,"Josh McAlister","sa3037412",
"Nick Rodriguez","MOST",22,55,228,266,84,44,22,0,18,65,56,33,36,1,4,0,0,2,3,0.368421052,"Nick Rodriguez","sa3041005",
"Brody Barker","LIN",,10,19,21,7,6,1,0,0,5,6,1,3,1,0,0,1,2,0,0.368421052,"Brody Barker","sa3058552",
"Eric Becker","UVA",20,50,201,236,74,43,21,1,9,54,52,21,41,12,2,0,5,5,4,0.368159203,"Eric Becker","sa3026844",
"Eddie Madrigal","SMC",,62,242,292,89,53,13,2,21,66,78,28,35,17,3,2,2,9,1,0.367768595,"Eddie Madrigal","sa3036840",
"Jon Legrande","SJU",,52,185,222,68,48,8,5,7,45,48,23,26,6,5,3,5,33,7,0.367567567,"Jon Legrande","sa3059786",
"Mason Lytle","UTSA",,61,264,305,97,65,22,0,10,75,68,24,20,9,8,0,3,17,5,0.367424242,"Mason Lytle","sa3036762",
"Logan Sutter","PUR",22,54,196,242,72,35,22,0,15,55,62,36,47,6,4,0,5,3,0,0.367346938,"Logan Sutter","sa3043353",
"Harrison Feinberg","NE",22,58,207,257,76,42,14,2,18,63,67,35,42,6,9,0,3,37,4,0.367149758,"Harrison Feinberg","sa3031217",
"Ryan Kroepel","UTU",20,55,207,244,76,53,15,2,6,33,35,24,39,6,3,4,8,4,4,0.367149758,"Ryan Kroepel","sa3035729",
"Colby Brouillette","CCSU",,25,79,92,29,22,5,0,2,16,20,12,10,1,0,0,0,2,0,0.367088607,"Colby Brouillette","sa3027785",
"Owen Hull","GMU",20,61,237,298,87,61,15,3,8,83,63,41,46,7,0,13,2,42,6,0.367088607,"Owen Hull","sa3034286",
"Jake Schaffner","NDSU",20,55,229,262,84,69,9,4,2,49,21,22,27,7,2,2,0,18,6,0.366812227,"Jake Schaffner","sa3041661",
"Matt Masciangelo","SAC",24,27,90,111,33,27,6,0,0,23,10,9,8,11,0,1,4,0,1,0.366666666,"Matt Masciangelo","sa3037239",
"Kyle McDaniel","UTU",,55,210,250,77,62,10,1,4,40,21,35,21,3,0,2,3,10,4,0.366666666,"Kyle McDaniel","sa3037536",
"Brady OBrien","RICH",23,50,202,230,74,33,19,2,20,53,72,22,44,1,5,0,3,2,0,0.366336633,"Brady OBrien","sa3060167",
"Roch Cholowsky","UCLA",20,62,235,305,86,43,19,1,23,79,72,44,28,21,5,0,4,7,0,0.365957446,"Roch Cholowsky","sa3028866",
"Carlos Vasquez","WKU",,57,235,272,86,58,22,1,5,54,40,24,27,7,3,3,8,8,4,0.365957446,"Carlos Vasquez","sa3044386",
"Keaton Grady","DBU",22,47,175,206,64,45,13,2,4,50,25,26,21,2,2,1,1,18,2,0.365714285,"Keaton Grady","sa3032555",
"Lucas Carmichael","W&M",23,56,238,260,87,62,13,0,12,51,47,15,34,6,1,0,5,8,1,0.365546218,"Lucas Carmichael","sa3028460",
"Mason Strong","UVU",22,58,238,273,87,54,19,3,11,55,67,23,27,8,4,0,5,12,1,0.365546218,"Mason Strong","sa3043245",
"Chris McHugh","NCSU",19,53,197,236,72,53,12,0,7,45,48,23,40,14,2,0,1,1,2,0.365482233,"Chris McHugh","sa3037627",
"Ryan Fenn","CP",,58,249,273,91,68,19,2,2,54,42,9,22,5,6,4,4,16,7,0.365461847,"Ryan Fenn","sa3031239",
"Brendan Summerhill","ARIZ",21,41,156,193,57,35,12,6,4,35,34,35,21,1,1,0,2,11,7,0.365384615,"Brendan Summerhill","sa3043325",
"Harrison Campi","WOF",20,15,52,64,19,13,3,1,2,10,13,7,13,4,1,0,1,4,0,0.365384615,"Harrison Campi","sa3058804",
"Robin Villeneuve","TTU",21,52,189,226,69,38,18,1,12,46,49,26,50,6,5,0,5,3,0,0.365079365,"Robin Villeneuve","sa3044511",
"Kanious Davis","ALCN",,35,63,76,23,20,3,0,0,21,6,7,10,5,1,0,0,16,0,0.365079365,"Kanious Davis","sa3062830",
"James Kemp","IONA",,52,200,249,73,47,12,2,12,41,57,33,40,13,3,0,4,2,2,0.365,"James Kemp","sa3035241",
"Brian Heckelman","TOW",21,53,170,200,62,42,10,2,8,32,42,20,22,6,3,1,2,3,3,0.364705882,"Brian Heckelman","sa3033507",
"Aidan Cohall","STO",21,46,181,207,66,33,19,0,14,45,60,16,27,7,3,0,1,4,0,0.364640883,"Aidan Cohall","sa3029105",
"Ryan Daniels","CONN",21,54,203,252,74,37,15,4,18,69,75,40,41,6,3,0,1,10,3,0.364532019,"Ryan Daniels","sa3029829",
"Ike Irish","AUB",21,55,214,258,78,44,13,2,19,65,58,33,37,10,1,0,5,11,1,0.364485981,"Ike Irish","sa3034445",
"Alex Mendes","MSM",,37,107,143,39,33,6,0,0,31,22,20,25,12,2,2,0,27,7,0.364485981,"Alex Mendes","sa3060015",
"Cooper Torres","ETSU",23,58,225,268,82,42,15,2,23,69,72,38,50,4,1,0,3,9,0,0.364444444,"Cooper Torres","sa3043958",
"Caleb Wulf","IOWA",,49,140,161,51,46,4,0,1,26,27,10,12,5,2,4,1,5,0,0.364285714,"Caleb Wulf","sa3060976",
"Lee Trevino","FRES",22,46,151,170,55,51,3,0,1,31,29,12,18,5,0,2,5,7,0,0.36423841,"Lee Trevino","sa3044046",
"Ian Armstrong","SMC",,45,151,172,55,36,11,3,5,34,40,9,33,4,5,3,2,5,2,0.36423841,"Ian Armstrong","sa3058514",
"Raymond Velazquez","APSU",22,50,173,216,63,36,9,0,18,54,57,32,32,7,1,3,1,8,2,0.364161849,"Raymond Velazquez","sa3044431",
"Core Jackson","UTAH",21,48,206,238,75,43,19,1,12,61,44,21,43,10,1,0,4,20,3,0.364077669,"Core Jackson","sa3034485",
"Jordan Jaffe","RICH",21,52,217,252,79,49,19,1,10,62,59,23,31,6,6,0,1,5,4,0.364055299,"Jordan Jaffe","sa3034540",
"Jake Bollin","VILL",,9,11,13,4,2,0,0,2,2,7,1,2,1,0,0,0,0,0,0.363636363,"Jake Bollin","sa3027348",
"Mike Koszewski","KU",23,49,33,41,12,9,3,0,0,13,7,7,4,0,0,1,0,1,0,0.363636363,"Mike Koszewski","sa3035654",
"TJ Grines","UTM",,23,88,98,32,21,7,2,2,23,19,9,9,0,0,1,2,15,1,0.363636363,"TJ Grines","sa3062843",
"Matt Simay","SIU",20,20,22,29,8,6,2,0,0,5,2,2,5,4,0,1,1,0,2,0.363636363,"Matt Simay","sa3065412",
"Kade Snell","ALA",22,58,212,261,77,53,13,1,10,49,52,38,18,6,5,0,2,0,1,0.363207547,"Kade Snell","sa3042672",
"Ethan Ott","UNM",22,48,190,228,69,30,22,1,16,49,58,27,50,8,3,0,6,0,1,0.363157894,"Ethan Ott","sa3039277",
"Max Hartman","WSU",21,42,168,194,61,46,9,1,5,41,29,16,28,7,1,2,0,7,1,0.363095238,"Max Hartman","sa3033353",
"Kyle Hayes","WKU",22,51,168,213,61,32,16,3,10,40,56,30,29,9,5,1,6,5,0,0.363095238,"Kyle Hayes","sa3033452",
"Cole Koniarsky","UNLV",,53,204,238,74,51,15,1,7,36,47,28,22,3,3,0,4,3,2,0.362745098,"Cole Koniarsky","sa3035626",
"Eddie King Jr.","LOU",22,50,171,203,62,27,17,1,17,44,59,19,35,7,5,1,2,4,1,0.362573099,"Eddie King Jr.","sa3035421",
"Caleb Shpur","CONN",23,58,240,278,87,66,10,3,8,70,44,23,33,7,2,6,3,43,7,0.3625,"Caleb Shpur","sa3042222",
"Henry Ford","UVA",20,50,207,231,75,54,9,1,11,42,46,21,30,1,2,0,4,4,2,0.36231884,"Henry Ford","sa3031540",
"Maddox Latta","CSUF",22,53,199,249,72,52,15,2,3,52,27,37,31,11,0,2,4,14,2,0.361809045,"Maddox Latta","sa3036032",
"Josh Tate","GASO",21,59,246,285,89,56,18,3,12,60,46,27,37,8,3,1,0,7,4,0.361788617,"Josh Tate","sa3043523",
"Austin Lemon","VILL",21,39,141,177,51,46,5,0,0,31,21,23,19,9,2,2,1,2,3,0.361702127,"Austin Lemon","sa3059795",
"Landen Johnson","HPU",22,57,224,272,81,47,18,0,16,60,86,36,43,5,7,0,6,2,2,0.361607142,"Landen Johnson","sa3059613",
"Ryan Maka","VAL",,24,83,104,30,19,6,0,5,22,11,19,18,1,0,1,2,0,0,0.361445783,"Ryan Maka","sa3036891",
"Eric Genther","URI",23,60,238,300,86,56,17,3,10,80,53,39,27,18,4,1,7,6,2,0.361344537,"Eric Genther","sa3032114",
"Todd Clay","UAB",,53,191,239,69,49,13,0,7,34,51,39,30,5,4,0,1,6,1,0.361256544,"Todd Clay","sa3058881",
"Alex Fernandes","SJSU",22,59,216,257,78,58,11,6,3,54,28,32,31,4,3,2,1,14,1,0.361111111,"Alex Fernandes","sa3031256",
"Rylan Lujo","DAY",,58,241,277,87,60,16,2,9,52,56,21,25,7,8,0,4,17,4,0.36099585,"Rylan Lujo","sa3059868",
"Zach Rogacki","BING",,55,205,249,74,45,17,4,8,48,43,28,22,2,3,11,4,5,1,0.360975609,"Zach Rogacki","sa3041032",
"Jack Bello","BUT",21,50,194,213,70,44,17,2,7,29,45,7,46,8,4,0,4,2,0,0.360824742,"Jack Bello","sa3026925",
"Andrew Eppinger","NJIT",23,41,147,162,53,36,15,0,2,20,19,8,30,4,1,2,2,2,0,0.360544217,"Andrew Eppinger","sa3030965",
"Pete Daniel","BEL",,51,211,234,76,54,15,2,5,38,32,17,35,6,0,0,4,21,5,0.360189573,"Pete Daniel","sa3029827",
"Mack Whitcomb","TNTC",19,56,211,266,76,47,12,2,15,54,55,36,45,17,2,0,5,1,0,0.360189573,"Mack Whitcomb","sa3045094",
"John Bay","APSU",24,59,225,295,81,38,16,5,22,94,66,48,62,20,1,1,3,12,4,0.36,"John Bay","sa3026767",
"Logan Schmitt","QUC",23,20,25,33,9,6,1,0,2,5,5,8,11,0,0,0,0,1,0,0.36,"Logan Schmitt","sa3041729",
"Trace Harrington","SIUE",,11,25,30,9,7,1,0,1,6,4,5,7,0,0,0,0,0,1,0.36,"Trace Harrington","sa3065318",
"Nicholas Dumesnil","CBU",21,57,239,278,86,52,21,3,10,53,57,29,55,8,2,0,6,27,6,0.359832635,"Nicholas Dumesnil","sa3030644",
"Jamie Laskofski","W&M",,55,214,246,77,61,11,3,2,54,42,25,22,2,5,0,1,12,4,0.359813084,"Jamie Laskofski","sa3059761",
"Zach Daudet","CP",22,53,189,236,68,43,15,1,9,53,26,28,31,10,1,8,3,4,5,0.359788359,"Zach Daudet","sa3029854",
"Mikey Bell","GONZ",21,53,203,235,73,44,17,1,11,38,45,24,48,6,1,1,4,5,1,0.359605911,"Mikey Bell","sa3058608",
"Kylan Duncan","AAMU",,39,153,173,55,47,7,0,1,33,44,16,23,3,1,0,6,10,0,0.359477124,"Kylan Duncan","sa3030654",
"Alex Ungar","SHU",23,48,192,229,69,30,24,2,13,62,52,27,23,5,4,1,4,31,2,0.359375,"Alex Ungar","sa3044239",
"Robbie Liddington","UIW",,50,206,241,74,44,10,5,15,53,50,24,37,10,1,0,3,13,1,0.3592233,"Robbie Liddington","sa3036327",
"Louis Jordan","CCSU",,19,39,46,14,10,2,1,1,9,5,7,13,0,0,0,1,1,0,0.358974358,"Louis Jordan","sa3034936",
"Deamez Ross","UCF",22,55,234,273,84,65,15,2,2,53,35,21,22,9,2,7,0,14,4,0.358974358,"Deamez Ross","sa3041169",
"Jonah Shields","JAX",20,54,209,249,75,62,10,1,2,43,36,23,37,10,3,4,0,24,5,0.358851674,"Jonah Shields","sa3042177",
"Breckin Nace","RAD",,51,184,232,66,46,12,3,5,54,42,29,34,14,5,0,2,6,3,0.358695652,"Breckin Nace","sa3038658",
"Emilio Barreras","GCU",21,41,159,196,57,43,11,0,3,41,31,27,7,6,3,1,6,3,1,0.358490566,"Emilio Barreras","sa3026631",
"Paxton Kling","PSU",22,56,212,269,76,46,15,2,13,63,54,37,45,13,6,1,0,15,3,0.358490566,"Paxton Kling","sa3035512",
"Sam White","WVU",21,50,187,219,67,46,17,0,4,46,44,22,22,4,6,0,1,9,5,0.35828877,"Sam White","sa3045132",
"Tyriq Kemp","BAY",,55,201,242,72,50,14,1,7,48,41,32,27,3,4,2,5,9,4,0.358208955,"Tyriq Kemp","sa3035244",
"Beau Ankeney","LMU",22,57,229,274,82,46,13,1,22,71,69,30,53,12,3,0,4,5,1,0.358078602,"Beau Ankeney","sa3026106",
"Henry Zenor","UPST",,59,229,281,82,53,21,1,7,66,40,38,19,5,6,3,5,5,3,0.358078602,"Henry Zenor","sa3061010",
"Taj Bates","SOU",21,44,176,209,63,39,12,1,11,35,65,20,28,10,3,0,1,10,0,0.357954545,"Taj Bates","sa3058576",
"Slade McCloud","TAR",,56,218,250,78,56,12,2,8,45,45,21,36,4,5,2,2,20,7,0.357798165,"Slade McCloud","sa3037481",
"Jake McCutcheon","MOST",,55,218,260,78,47,14,2,15,56,54,34,40,3,4,1,1,10,4,0.357798165,"Jake McCutcheon","sa3037531",
"Carter Sintek","SDST",,51,218,241,78,63,9,3,3,47,30,17,24,3,3,0,2,0,2,0.357798165,"Carter Sintek","sa3042364",
"Erik Paulsen","STBK",20,49,193,230,69,43,17,0,9,46,44,25,12,10,2,0,1,8,2,0.357512953,"Erik Paulsen","sa3039565",
"Gavin Kilen","TENN",21,52,207,241,74,42,13,4,15,59,46,29,26,3,2,0,7,6,2,0.357487922,"Gavin Kilen","sa3035353",
"Jayder Raifstanger","SJU",20,52,207,259,74,56,12,2,4,47,37,37,36,13,2,0,3,1,0,0.357487922,"Jayder Raifstanger","sa3040394",
"John Lauinger","OAK",22,59,221,275,79,65,10,2,2,52,39,28,30,25,1,0,4,28,7,0.357466063,"John Lauinger","sa3036042",
"Ryan Rivera","LIU",21,58,221,260,79,59,14,3,3,46,51,21,15,9,9,0,5,16,7,0.357466063,"Ryan Rivera","sa3060383",
"Dominic Decker","MUR",,56,196,257,70,50,17,3,0,47,43,44,36,14,1,2,8,9,2,0.357142857,"Dominic Decker","sa3059020",
"Cooper Hinson","MRSH",,13,14,17,5,3,1,1,0,3,6,2,4,1,0,0,0,0,1,0.357142857,"Cooper Hinson","sa3059500",
"Lucas McNellis","STMN",,12,28,32,10,4,4,1,1,7,6,3,8,1,0,0,1,0,0,0.357142857,"Lucas McNellis","sa3066078",
"Seth Fontenot","MCN",,19,42,49,15,10,4,0,1,4,12,6,9,1,0,0,0,0,0,0.357142857,"Seth Fontenot","sa3066677",
"Lee Sowers","UNC",,8,14,15,5,5,0,0,0,2,4,1,4,0,0,0,0,0,1,0.357142857,"Lee Sowers","sa3067158",
"Jackson Lovich","MIZ",21,51,185,216,66,44,7,3,12,39,51,20,52,6,3,2,3,7,0,0.356756756,"Jackson Lovich","sa3036600",
"Alejandro Covas","KENT",,37,115,133,41,29,8,2,2,29,29,7,21,9,2,0,1,13,0,0.356521739,"Alejandro Covas","sa3029477",
"Kain Collins","CHSO",22,50,188,231,67,59,7,1,0,59,18,35,40,4,0,4,1,21,7,0.356382978,"Kain Collins","sa3029190",
"Lucas Moore","LOU",20,61,247,294,88,70,10,3,5,83,48,34,23,10,1,2,2,50,1,0.356275303,"Lucas Moore","sa3038303",
"Nevan Noonan","SDSU",,59,233,266,83,55,18,1,9,46,52,19,36,10,4,0,3,5,4,0.356223175,"Nevan Noonan","sa3060151",
"Miles Jackson","AAMU",,41,146,174,52,40,9,1,2,29,19,18,13,7,2,1,1,5,7,0.356164383,"Miles Jackson","sa3034513",
"Tanner Mally","WMU",20,50,205,240,73,59,11,3,0,50,20,13,33,20,1,1,4,16,6,0.35609756,"Tanner Mally","sa3036924",
"Kaden Smith","CHSO",21,50,191,241,68,36,18,0,14,54,79,29,36,13,8,0,3,5,1,0.356020942,"Kaden Smith","sa3060618",
"Cermodrick Bland","SFA",,38,118,148,42,34,6,0,2,35,23,21,30,3,3,3,4,24,6,0.355932203,"Cermodrick Bland","sa3058658",
"Jake Casey","KENT",22,56,208,269,74,33,20,4,17,74,55,37,56,23,0,1,0,20,8,0.35576923,"Jake Casey","sa3028574",
"Reece Moroney","URI",,58,225,287,80,63,12,3,2,55,42,45,46,5,5,7,2,24,9,0.355555555,"Reece Moroney","sa3038389",
"Landon Akers","BELL",,53,225,243,80,58,15,1,6,48,24,10,25,7,1,0,2,16,4,0.355555555,"Landon Akers","sa3058469",
"Jared Beebe","SJU",22,53,225,263,80,48,24,3,5,47,55,19,30,12,5,2,10,0,0,0.355555555,"Jared Beebe","sa3058596",
"Nate Castellon","CP",,61,225,265,80,61,14,2,3,40,50,14,25,10,3,13,3,2,2,0.355555555,"Nate Castellon","sa3058837",
"Cole Johnson","APSU",20,58,225,266,80,47,23,1,9,50,70,29,30,7,4,1,9,3,0,0.355555555,"Cole Johnson","sa3059606",
"Thomas Kendrick","SPU",20,47,180,221,64,54,6,2,2,35,40,30,23,6,3,2,3,11,5,0.355555555,"Thomas Kendrick","sa3059662",
"Jack Arcamone","RICH",,52,197,242,70,34,22,1,13,58,62,38,57,4,3,0,3,1,1,0.355329949,"Jack Arcamone","sa3026146",
"Conor Higgs","UL",,58,197,248,70,40,12,2,16,55,46,28,50,18,3,2,0,7,8,0.355329949,"Conor Higgs","sa3033795",
"Mika Petersen","BRWN",21,39,152,170,54,42,9,1,2,21,20,12,22,1,2,3,0,9,3,0.355263157,"Mika Petersen","sa3039789",
"Miggy Echazarreta","HPU",,53,183,254,65,43,17,1,4,64,42,66,37,2,0,3,4,19,4,0.355191256,"Miggy Echazarreta","sa3030765",
"Tyler Minick","CONN",20,54,214,252,76,41,11,2,22,64,74,30,42,4,4,0,4,15,2,0.355140186,"Tyler Minick","sa3038127",
"Daniel Pacella","ILST",21,56,231,268,82,41,19,2,20,58,59,30,50,3,4,0,3,1,0,0.354978354,"Daniel Pacella","sa3039320",
"Ryan Brome","SELA",22,42,155,198,55,29,12,2,12,41,36,29,31,10,4,0,6,1,0,0.354838709,"Ryan Brome","sa3027739",
"Daniel Gierer","SIUE",,53,186,205,66,53,6,0,7,45,36,9,31,3,2,5,0,22,6,0.354838709,"Daniel Gierer","sa3032197",
"Rowan Kelly","UCSB",,41,110,132,39,32,7,0,0,21,17,11,16,3,1,7,4,6,1,0.354545454,"Rowan Kelly","sa3065335",
"Tanner Aoki","MVSU",,41,127,168,45,38,7,0,0,36,14,27,15,7,2,5,3,19,6,0.354330708,"Tanner Aoki","sa3062807",
"Sergio Guerra","TAR",,41,144,172,51,23,14,2,12,40,42,17,32,7,3,1,3,4,0,0.354166666,"Sergio Guerra","sa3032831",
"Norris McClure","UTSA",23,56,209,244,74,58,9,1,6,51,42,18,44,10,5,2,2,9,1,0.354066985,"Norris McClure","sa3059959",
"Jorge Rodriguez","BCU",,47,161,195,57,29,14,0,14,37,46,18,25,11,3,2,2,0,0,0.354037267,"Jorge Rodriguez","sa3040989",
"Anthony DePino","URI",22,58,226,299,80,37,21,2,20,85,61,57,42,14,2,0,4,21,4,0.3539823,"Anthony DePino","sa3030172",
"Kien Vu","ASU",21,50,178,216,63,40,12,1,10,54,35,25,39,11,2,0,4,21,4,0.353932584,"Kien Vu","sa3044590",
"Marek Houston","WAKE",21,61,243,298,86,57,14,0,15,61,66,46,46,4,4,1,2,19,2,0.353909465,"Marek Houston","sa3034152",
"Luke Matthews","KENT",21,43,164,202,58,44,9,4,1,49,30,17,25,13,7,1,1,18,7,0.353658536,"Luke Matthews","sa3059945",
"Cam Cannarella","CLEM",21,61,232,292,82,53,22,2,5,62,52,52,42,6,2,0,7,6,4,0.353448275,"Cam Cannarella","sa3028360",
"Charles Davalan","ARK",21,60,249,293,88,61,12,2,13,66,57,32,24,7,2,3,0,9,3,0.353413654,"Charles Davalan","sa3029860",
"Austin Smith","USD",22,54,218,250,77,52,18,1,6,46,48,16,17,10,6,0,5,6,1,0.353211009,"Austin Smith","sa3042481",
"Bryce Hughes","TXSO",,54,204,256,72,49,14,2,7,56,53,24,32,16,2,10,1,44,5,0.352941176,"Bryce Hughes","sa3034258",
"Luke Mansy","UNM",,35,85,113,30,22,7,0,1,23,23,19,9,5,4,0,0,0,0,0.352941176,"Luke Mansy","sa3036999",
"Andrey Martinez","BCU",,54,204,238,72,37,14,1,20,57,64,24,34,5,5,0,3,7,2,0.352941176,"Andrey Martinez","sa3059929",
"Kingsley Guthrie","MUR",,14,17,24,6,5,1,0,0,6,2,6,7,1,0,0,0,1,0,0.352941176,"Kingsley Guthrie","sa3065800",
"Nathan Humphreys","DBU",22,59,224,278,79,42,18,2,17,68,69,38,38,9,5,2,5,21,4,0.352678571,"Nathan Humphreys","sa3034299",
"Brady Ballinger","KU",20,58,224,289,79,41,21,1,16,71,56,56,44,8,1,0,2,0,0,0.352678571,"Brady Ballinger","sa3058546",
"Eli Gries-Smith","UAPB",,53,207,244,73,52,16,3,2,49,45,25,44,7,2,3,0,15,3,0.352657004,"Eli Gries-Smith","sa3059356",
"Dustin Mercer","MUR",23,56,244,284,86,58,23,5,0,54,38,33,33,3,3,1,2,5,1,0.352459016,"Dustin Mercer","sa3037883",
"Ace Reese","MSST",,57,227,263,80,40,18,1,21,58,66,26,52,5,5,0,4,1,0,0.352422907,"Ace Reese","sa3040543",
"Gage Mestas","GONZ",,37,105,123,37,28,8,1,0,22,22,14,17,3,0,1,1,7,2,0.352380952,"Gage Mestas","sa3037922",
"Logan Maxwell","ARK",,46,159,199,56,41,3,0,12,44,31,26,32,8,4,2,3,0,1,0.352201257,"Logan Maxwell","sa3037364",
"Jacob McCombs","UCI",20,58,230,270,81,47,16,5,13,61,54,11,31,28,0,1,2,1,2,0.352173913,"Jacob McCombs","sa3037488",
"Andrew Williamson","UCF",,55,213,261,75,39,19,4,13,58,53,34,36,7,5,2,2,13,0,0.352112676,"Andrew Williamson","sa3045245",
"Sean Smith","GASO",22,48,162,203,57,37,9,2,9,31,36,29,42,7,5,0,1,6,1,0.351851851,"Sean Smith","sa3042634",
"Kyle Walker","ASU",,57,216,265,76,49,19,1,7,70,30,28,27,14,5,2,2,22,6,0.351851851,"Kyle Walker","sa3044681",
"Isaac Kim","UCSB",23,30,108,117,38,29,4,0,5,22,29,5,22,2,2,0,2,0,1,0.351851851,"Isaac Kim","sa3059678",
"Aiva Arquette","ORST",21,61,236,291,83,47,17,1,18,68,65,38,49,13,2,2,6,7,1,0.351694915,"Aiva Arquette","sa3026235",
"Devan Bade","BING",22,55,219,258,77,49,15,0,13,51,61,29,38,5,5,0,4,4,3,0.351598173,"Devan Bade","sa3026375",
"Erich Hartmann","RID",21,50,202,227,71,57,9,2,3,53,29,15,24,8,0,2,4,4,3,0.351485148,"Erich Hartmann","sa3033350",
"Lukas Torres","WAG",23,51,202,249,71,54,15,0,2,47,41,31,13,10,3,3,0,13,2,0.351485148,"Lukas Torres","sa3043970",
"Cam Maldonado","NE",21,60,222,272,78,46,17,0,15,76,59,42,51,7,1,0,0,29,7,0.351351351,"Cam Maldonado","sa3036900",
"Noah Murray","DUKE",20,26,37,48,13,8,2,0,3,7,10,10,12,1,0,0,0,0,0,0.351351351,"Noah Murray","sa3038608",
"Alejandro Garza","CP",,62,262,295,92,70,16,0,6,57,54,21,16,7,4,1,5,4,0,0.351145038,"Alejandro Garza","sa3032018",
"Anthony Torreso","DAV",,38,131,170,46,26,10,1,9,37,39,29,35,7,3,0,2,0,0,0.351145038,"Anthony Torreso","sa3043955",
"Aaron Graeber","DEL",22,52,225,252,79,51,12,2,14,52,52,20,66,2,5,0,2,14,4,0.351111111,"Aaron Graeber","sa3032557",
"Austin Corbett","NMSU",,26,57,71,20,17,3,0,0,10,11,8,15,1,3,2,2,6,1,0.350877192,"Austin Corbett","sa3029365",
"Tim Simay","SIU",,52,191,230,67,44,16,1,6,51,31,33,27,4,2,0,3,10,1,0.35078534,"Tim Simay","sa3042302",
"James Taussig","UTSA",,53,191,235,67,42,14,1,10,45,65,28,40,10,5,1,2,4,0,0.35078534,"James Taussig","sa3043534",
"Brock Wills","UNCW",21,36,134,161,47,34,6,1,6,34,22,19,28,6,1,1,0,9,3,0.350746268,"Brock Wills","sa3045373",
"Luis Pimentel-Guerrero","SAC",21,57,194,243,68,50,14,1,3,36,37,34,32,12,0,3,5,4,0,0.350515463,"Luis Pimentel-Guerrero","sa3039932",
"Ethan Frey","LSU",21,56,157,183,55,28,13,1,13,35,49,24,40,0,2,0,2,4,0,0.350318471,"Ethan Frey","sa3031717",
"Jake Cook","USM",21,60,237,284,83,64,13,3,3,57,32,31,19,6,1,9,2,3,5,0.35021097,"Jake Cook","sa3029303",
"Ty Doucette","RUTG",,57,237,276,83,60,10,0,13,57,54,33,37,3,3,0,2,2,0,0.35021097,"Ty Doucette","sa3030503",
"Trey Bridges","GRAM",,52,200,255,70,46,14,1,9,57,77,38,43,12,4,1,2,14,5,0.35,"Trey Bridges","sa3027685",
"Andrew Horvath","AKR",,53,200,236,70,52,14,1,3,37,29,19,31,11,6,0,5,2,2,0.35,"Andrew Horvath","sa3034115",
"Cael Boever","GCU",23,17,40,47,14,12,2,0,0,9,5,7,8,0,0,0,1,0,0,0.35,"Cael Boever","sa3058666",
"Sawyer Strosnider","TCU",,56,220,251,77,43,13,10,11,52,51,20,47,8,2,1,3,10,4,0.35,"Sawyer Strosnider","sa3060685",
"Ethan Miller","FAMU",,42,120,144,42,29,9,0,4,22,28,12,17,5,3,4,3,2,1,0.35,"Ethan Miller","sa3062875",
"Brett Williams","SMC",,17,40,44,14,13,1,0,0,7,9,3,7,1,0,0,0,1,1,0.35,"Brett Williams","sa3066495",
"Chris Ramirez","CBU",,57,203,241,71,60,9,2,0,44,30,24,16,6,5,3,1,7,2,0.349753694,"Chris Ramirez","sa3060331",
"George Cooper","HARV",,42,163,187,57,42,9,1,5,30,29,10,24,8,4,2,0,2,1,0.349693251,"George Cooper","sa3029336",
"Wehiwa Aloy","ARK",21,60,246,288,86,47,18,1,20,77,64,30,59,9,3,0,5,8,3,0.349593495,"Wehiwa Aloy","sa3025961",
"Kaleb Freeman","GAST",,56,209,276,73,27,28,2,16,65,46,61,57,5,1,0,2,15,3,0.349282296,"Kaleb Freeman","sa3031690",
"Andrew Kanellis","FOR",,58,212,259,74,56,10,0,8,44,50,29,56,13,5,0,5,15,6,0.349056603,"Andrew Kanellis","sa3035058",
"James Ward","RAD",,56,212,260,74,43,18,1,12,50,56,23,35,18,5,2,5,6,1,0.349056603,"James Ward","sa3060871",
"Alex Duffey","ELON",22,55,192,243,67,50,13,0,4,40,54,41,46,3,4,3,0,5,2,0.348958333,"Alex Duffey","sa3030616",
"Derek Curiel","LSU",,62,235,294,82,55,18,2,7,61,52,48,49,8,1,2,5,2,3,0.34893617,"Derek Curiel","sa3058966",
"Connor Capece","CREI",20,50,172,201,60,45,11,1,3,38,41,15,35,9,4,1,1,1,3,0.348837209,"Connor Capece","sa3028382",
"Jack Killelea","NAVY",,27,86,108,30,22,7,1,0,17,8,18,17,4,0,0,4,1,2,0.348837209,"Jack Killelea","sa3035359",
"Connor Sackett","BUT",21,39,86,109,30,25,4,0,1,18,17,16,25,4,3,0,1,5,2,0.348837209,"Connor Sackett","sa3060458",
"Josh Wakefield","GCU",,50,195,228,68,59,8,0,1,38,21,25,35,5,0,3,3,18,4,0.348717948,"Josh Wakefield","sa3065621",
"Eli Putnam","DAV",22,56,241,272,84,47,18,0,19,72,62,19,56,11,1,0,5,13,2,0.348547717,"Eli Putnam","sa3040299",
"Patrick Keighran","SF",,45,155,193,54,28,14,0,12,40,48,24,51,13,1,0,0,13,0,0.348387096,"Patrick Keighran","sa3035164",
